[Ljava.lang.String;@5fd2b07b
2574.0	558.0	139.0	
2594.0	558.0	139.0	
2614.0	558.0	139.0	
2634.0	558.0	139.0	
2654.0	558.0	139.0	
2674.0	558.0	139.0	
2695.0	558.0	139.0	
2714.0	558.0	139.0	
2735.0	558.0	139.0	
2754.0	558.0	139.25	
2775.0	558.25	139.0625	
2794.0	558.3125	139.328125	
2814.0	558.390625	139.16015625	
2834.0	558.23828125	139.3876953125	
2854.0	558.4853515625	139.218994140625	
2874.0	558.278564453125	139.44171142578125	
2894.0	558.5005493164062	139.26210021972656	
2914.0	558.3161163330078	139.4807014465332	
2934.0	558.5238075256348	139.29612827301025	
2954.0	558.3351182937622	139.5097324848175	
2974.0	558.2937605381012	139.32164055109024	
3007.0	558.2881715893745	139.2818753272295	
3038.0	558.2292626053095	139.2783120907843	
3064.0	558.2027986831963	139.220456992276	
3084.0	558.1800582194701	139.44516110257246	
3104.0	558.403029876994	139.2359825464082	
3124.0	558.1964716949151	139.47540016031417	
3144.0	558.1948899478448	139.2891359523237	
3165.0	558.1985978799385	139.25012966476152	
3184.0	558.1474898806746	139.50366644434985	
3205.0	558.1352444271145	139.26073301535877	
3224.0	558.1203330469318	139.50363228111752	
3245.0	558.3507668386802	139.31700793520653	
3264.0	558.4015860781816	139.2703433079207	
3284.0	558.4681714909484	139.2727458810612	
3317.0	558.5551311019525	139.2150242810471	
3344.0	558.6062221677706	139.18952836750725	
3364.0	558.6573811901679	139.1693246324039	
3384.0	558.4546836149729	139.39346932023957	
3404.0	558.6795717432279	139.18808058003768	
3424.0	558.4479091370922	139.43771863317028	
3444.0	558.6455411238233	139.25481713336188	
3465.0	558.4432555010359	139.47015408664245	
3484.0	558.6341764404879	139.29067246329365	
3505.0	558.6807432663368	139.25391092082447	
3524.0	558.4395438019651	139.50368436769014	
3545.0	558.4386158771974	139.26206693795206	
3564.0	558.3897257363749	139.50491555661665	
3585.0	558.5669713538844	139.3176667155647	
3604.0	558.3488282418641	139.52116230253336	
3624.0	558.5763813330309	139.33593614367868	
3644.0	558.3730452321948	139.5436912904442	
3678.0	558.5745637017724	139.35019743416404	
3704.0	558.6309975667496	139.30745621707172	
3724.0	558.3946516251792	139.55033623542	
3744.0	558.6500532234253	139.30199747166392	
3765.0	558.4189256038385	139.5399474810389	
3784.0	558.6159076131107	139.3480702970307	
3805.0	558.6712216100937	139.29750381243338	
3824.0	558.4265137067607	139.54638039762574	
3845.0	558.6784107324913	139.29798862677245	
3864.0	558.4440365123364	139.5354682092079	
3885.0	558.6372402378971	139.34495930840154	
3904.0	558.4399218706812	139.54460403609545	
3924.0	558.6302996552287	139.35625788842623	
3944.0	558.4268654409517	139.5614553082308	
3964.0	558.6242717417153	139.3655793081881	
3985.0	558.4203592094739	139.57082312621128	
4004.0	558.6178740980353	139.37446443565756	
4025.0	558.4156262623062	139.57771671751425	
4044.0	558.3634648924537	139.38075106984576	
4077.0	558.3492413131988	139.3332330557544	
4104.0	558.2820831169897	139.32292521077858	
4124.0	558.2486973306607	139.2592273340947	
4145.0	558.2200054402123	139.22884640015693	
4165.0	558.1876964719656	139.45274973625754	
4185.0	558.4140998107096	139.2352058676273	
4205.0	558.2054504307218	139.47920050101044	
4226.0	558.4518116783493	139.2917890262238	
4245.0	558.5178404799451	139.25154884871537	
4264.0	558.543775647254	139.2556345939874	
