Time	Pitot	Thrust	AX	AY	AZ
24934	20.00	17.00	-8.74	-1.92	-2.66
24975	15.00	14.00	-8.72	-1.90	-2.61
25005	19.00	18.00	-8.76	-1.95	-2.62
25035	22.00	21.00	-8.74	-1.93	-2.60
25105	6.00	5.00	-8.78	-1.98	-2.61
25135	11.00	10.00	-8.76	-1.95	-2.66
25165	12.00	11.00	-8.75	-1.92	-2.70
25235	3.00	2.00	-8.71	-1.92	-2.66
25265	6.00	5.00	-8.77	-1.94	-2.69
25295	9.00	8.00	-8.72	-1.96	-2.69
25364	0.00	0.00	-8.81	-1.94	-2.72
25405	6.00	5.00	-8.69	-1.93	-2.60
25435	11.00	10.00	-8.71	-1.99	-2.62
25465	12.00	11.00	-8.74	-2.00	-2.73
25494	18.00	16.00	-8.67	-1.93	-2.73
25525	22.00	21.00	-8.73	-1.99	-2.66
25555	26.00	25.00	-8.76	-1.96	-2.71
25614	8.00	7.00	-8.68	-1.98	-2.68
25645	11.00	10.00	-8.75	-1.89	-2.70
25675	16.00	15.00	-8.72	-1.91	-2.62
25744	0.00	0.00	-8.73	-1.90	-2.65
25785	6.00	5.00	-8.72	-1.92	-2.68
25815	8.00	7.00	-8.82	-1.97	-2.63
25845	11.00	10.00	-8.74	-1.94	-2.69
25914	0.00	0.00	-8.75	-1.95	-2.59
25945	5.00	5.00	-8.75	-1.94	-2.70
25974	11.00	11.00	-8.73	-1.90	-2.66
26044	0.00	0.00	-8.78	-1.97	-2.70
26075	8.00	7.00	-8.71	-1.97	-2.73
26124	5.00	5.00	-8.76	-1.93	-2.69
26344	9.00	8.00	-8.69	-1.95	-2.55
26375	14.00	13.00	-8.71	-1.98	-2.70
26405	20.00	19.00	-8.78	-1.95	-2.64
26474	2.00	1.00	-8.76	-1.93	-2.71
26505	10.00	9.00	-8.68	-1.92	-2.67
26535	15.00	13.00	-8.76	-1.97	-2.70
26594	1.00	0.00	-8.80	-1.93	-2.64
26684	3.00	2.00	-8.67	-1.89	-2.60
26725	2.00	2.00	-8.73	-1.95	-2.64
26755	10.00	9.00	-8.74	-1.91	-2.69
26785	15.00	14.00	-8.71	-1.91	-2.57
26854	3.00	2.00	-8.76	-2.00	-2.68
26894	3.00	2.00	-8.77	-1.98	-2.70
26944	0.00	0.00	-8.75	-1.98	-2.77
26975	7.00	6.00	-8.78	-1.92	-2.70
27004	14.00	13.00	-8.74	-1.94	-2.74
27064	2.00	1.00	-8.71	-1.95	-2.58
27115	1.00	0.00	-8.73	-1.95	-2.69
27145	6.00	5.00	-8.74	-1.86	-2.63
27175	10.00	10.00	-8.73	-2.00	-2.70
27234	6.00	4.00	-8.69	-1.94	-2.68
27285	5.00	4.00	-8.73	-1.96	-2.69
27315	7.00	6.00	-8.80	-1.92	-2.72
27345	10.00	9.00	-8.76	-2.02	-2.66
27404	5.00	4.00	-8.76	-1.92	-2.67
27435	11.00	10.00	-8.73	-1.92	-2.65
27465	12.00	11.00	-8.80	-1.95	-2.62
27494	18.00	16.00	-8.73	-1.93	-2.65
27535	18.00	16.00	-8.78	-1.98	-2.62
27565	18.00	17.00	-8.73	-1.90	-2.70
27624	5.00	4.00	-8.76	-1.91	-2.72
27665	5.00	4.00	-8.69	-1.94	-2.71
27695	9.00	8.00	-8.70	-1.95	-2.66
27725	12.00	12.00	-8.75	-1.92	-2.66
27794	0.00	0.00	-8.78	-1.92	-2.63
27874	0.00	0.00	-8.72	-1.93	-2.72
27925	0.00	0.00	-8.73	-1.95	-2.68
27955	8.00	7.00	-8.68	-1.94	-2.59
27985	13.00	12.00	-8.74	-1.90	-2.71
28044	0.00	0.00	-8.80	-1.94	-2.70
28134	3.00	2.00	-8.77	-1.94	-2.64
28165	9.00	8.00	-8.72	-1.92	-2.60
28224	0.00	0.00	-8.73	-1.94	-2.60
28265	4.00	3.00	-8.76	-1.85	-2.74
28295	7.00	6.00	-8.76	-1.96	-2.63
28325	11.00	10.00	-8.77	-1.90	-2.65
28394	0.00	0.00	-8.81	-1.91	-2.75
28474	0.00	0.00	-8.75	-1.91	-2.67
28515	3.00	2.00	-8.72	-1.92	-2.68
28545	6.00	6.00	-8.76	-2.01	-2.66
28575	10.00	10.00	-8.72	-1.94	-2.68
28644	0.00	0.00	-8.72	-1.97	-2.67
28734	3.00	2.00	-8.70	-1.95	-2.69
28814	0.00	0.00	-8.74	-1.97	-2.59
28865	2.00	1.00	-8.76	-1.88	-2.68
28904	7.00	6.00	-8.77	-1.94	-2.66
28945	4.00	3.00	-8.72	-1.97	-2.63
28975	8.00	8.00	-8.77	-1.87	-2.68
29005	15.00	14.00	-8.78	-1.94	-2.70
29074	0.00	0.00	-8.78	-1.94	-2.70
29154	1.00	0.00	-8.71	-1.91	-2.58
29205	1.00	1.00	-8.75	-1.95	-2.66
29235	9.00	8.00	-8.75	-1.95	-2.62
29265	12.00	11.00	-8.74	-1.90	-2.71
29324	1.00	0.00	-8.70	-1.94	-2.71
29375	0.00	0.00	-8.75	-1.90	-2.75
29405	9.00	8.00	-8.70	-1.94	-2.62
29435	14.00	13.00	-8.78	-1.90	-2.67
29504	2.00	1.00	-8.77	-1.96	-2.57
29535	9.00	8.00	-8.74	-1.86	-2.69
29584	7.00	6.00	-8.71	-1.96	-2.62
29615	10.00	9.00	-8.74	-1.94	-2.70
29644	12.00	11.00	-8.73	-1.97	-2.65
29714	2.00	1.00	-8.83	-1.93	-2.59
29755	5.00	4.00	-8.71	-1.92	-2.73
29785	11.00	10.00	-8.74	-1.96	-2.64
29844	0.00	0.00	-8.73	-1.93	-2.67
29884	6.00	5.00	-8.78	-1.94	-2.61
29915	10.00	9.00	-8.74	-1.94	-2.69
29945	12.00	11.00	-8.70	-1.94	-2.64
30014	3.00	2.00	-8.76	-1.91	-2.78
30045	6.00	5.00	-8.73	-1.96	-2.67
30074	9.00	9.00	-8.76	-1.96	-2.65
30105	16.00	15.00	-8.73	-1.99	-2.75
30144	13.00	13.00	-8.77	-1.95	-2.73
30175	16.00	15.00	-8.74	-1.93	-2.67
30205	21.00	20.00	-8.69	-1.95	-2.74
30264	8.00	7.00	-8.71	-1.94	-2.58
30305	8.00	7.00	-8.74	-1.91	-2.62
30334	14.00	13.00	-8.74	-1.89	-2.72
30394	1.00	1.00	-8.71	-1.94	-2.65
30435	7.00	6.00	-8.79	-1.90	-2.61
30465	11.00	10.00	-8.76	-1.97	-2.74
30495	12.00	11.00	-8.71	-1.90	-2.70
30565	3.00	2.00	-8.74	-1.95	-2.63
30595	6.00	5.00	-8.76	-1.94	-2.65
30624	9.00	9.00	-8.72	-1.93	-2.56
30694	0.00	0.00	-8.65	-1.89	-2.58
30735	6.00	5.00	-8.72	-1.93	-2.69
30784	6.00	5.00	-8.76	-1.95	-2.63
30825	2.00	2.00	-8.75	-1.99	-2.65
30855	10.00	9.00	-8.71	-1.94	-2.69
30885	15.00	14.00	-8.74	-2.00	-2.76
30954	2.00	1.00	-8.76	-1.94	-2.71
31165	35.00	34.00	-8.78	-1.97	-2.70
31196	33.00	32.00	-8.76	-1.93	-2.75
31244	20.00	19.00	-8.74	-1.89	-2.72
31275	21.00	20.00	-8.74	-1.86	-2.69
31305	25.00	24.00	-8.74	-1.95	-2.75
31374	3.00	3.00	-8.78	-1.92	-2.71
31405	11.00	10.00	-8.73	-1.97	-2.57
31435	16.00	15.00	-8.79	-1.95	-2.69
31504	2.00	1.00	-8.72	-1.89	-2.61
31536	11.00	10.00	-8.76	-1.92	-2.64
31594	1.00	0.00	-8.74	-1.94	-2.68
31625	5.00	5.00	-8.73	-1.90	-2.68
31654	12.00	11.00	-8.74	-1.86	-2.67
31714	5.00	4.00	-8.73	-1.93	-2.67
31765	4.00	3.00	-8.74	-1.94	-2.74
31795	7.00	6.00	-8.75	-1.96	-2.64
31825	10.00	9.00	-8.80	-1.88	-2.78
31884	5.00	4.00	-8.79	-1.93	-2.66
31925	2.00	1.00	-8.80	-1.91	-2.63
31954	9.00	8.00	-8.77	-1.94	-2.66
31985	15.00	14.00	-8.77	-1.98	-2.62
32065	3.00	2.00	-8.76	-1.94	-2.71
32095	6.00	5.00	-8.75	-1.96	-2.67
32144	4.00	3.00	-8.74	-1.92	-2.72
32175	8.00	7.00	-8.71	-1.96	-2.57
32204	13.00	12.00	-8.79	-1.88	-2.62
32274	0.00	0.00	-8.73	-1.89	-2.70
32315	6.00	5.00	-8.71	-1.96	-2.70
32345	8.00	7.00	-8.76	-1.98	-2.64
32375	11.00	10.00	-8.73	-1.96	-2.68
32444	1.00	0.00	-8.80	-1.91	-2.65
32475	5.00	5.00	-8.77	-1.96	-2.57
32504	11.00	10.00	-8.74	-1.89	-2.70
32574	0.00	0.00	-8.72	-1.91	-2.64
32615	6.00	5.00	-8.66	-1.91	-2.73
32645	8.00	7.00	-8.74	-1.94	-2.66
32675	11.00	10.00	-8.74	-1.88	-2.73
32744	1.00	0.00	-8.76	-1.88	-2.70
32785	4.00	4.00	-8.78	-1.92	-2.74
32815	11.00	10.00	-8.71	-1.94	-2.64
32845	12.00	11.00	-8.75	-1.88	-2.67
32915	4.00	3.00	-8.69	-1.94	-2.70
32945	6.00	5.00	-8.77	-1.88	-2.67
32974	9.00	9.00	-8.74	-1.97	-2.63
33044	0.00	0.00	-8.78	-1.92	-2.72
33085	5.00	5.00	-8.75	-1.94	-2.62
33115	11.00	10.00	-8.78	-1.92	-2.65
33145	12.00	11.00	-8.76	-1.92	-2.60
33215	4.00	3.00	-8.72	-1.98	-2.66
33245	7.00	6.00	-8.72	-1.95	-2.73
33274	10.00	9.00	-8.74	-1.89	-2.71
33344	1.00	0.00	-8.75	-1.89	-2.70
33376	8.00	7.00	-8.76	-1.94	-2.64
33424	3.00	2.00	-8.73	-1.92	-2.70
33465	8.00	7.00	-8.81	-1.90	-2.70
33495	10.00	9.00	-8.72	-1.94	-2.69
33525	12.00	11.00	-8.70	-1.95	-2.66
33595	1.00	0.00	-8.73	-1.96	-2.69
33625	5.00	5.00	-8.81	-1.93	-2.64
33654	10.00	9.00	-8.72	-1.94	-2.71
33724	0.00	0.00	-8.72	-1.93	-2.69
33765	6.00	5.00	-8.71	-1.93	-2.67
33795	9.00	8.00	-8.77	-1.89	-2.68
33825	11.00	10.00	-8.74	-1.90	-2.65
33894	1.00	0.00	-8.78	-1.89	-2.64
33925	5.00	5.00	-8.73	-1.99	-2.62
33984	4.00	3.00	-8.76	-1.93	-2.67
34015	10.00	9.00	-8.71	-1.97	-2.63
34045	12.00	11.00	-8.75	-1.87	-2.71
34104	2.00	1.00	-8.73	-1.94	-2.67
34194	0.00	0.00	-8.77	-1.90	-2.73
34235	5.00	4.00	-8.77	-1.94	-2.62
34265	11.00	10.00	-8.73	-1.86	-2.59
34295	13.00	12.00	-8.76	-1.94	-2.65
34364	4.00	3.00	-8.72	-1.88	-2.74
34395	7.00	6.00	-8.73	-1.97	-2.67
34424	10.00	9.00	-8.75	-1.86	-2.64
34494	1.00	0.00	-8.74	-1.97	-2.64
34535	5.00	4.00	-8.76	-1.96	-2.74
34565	11.00	10.00	-8.75	-1.91	-2.64
34595	14.00	13.00	-8.74	-1.95	-2.67
34624	18.00	16.00	-8.74	-1.94	-2.65
34655	20.00	19.00	-8.72	-1.95	-2.67
34685	25.00	24.00	-8.72	-1.93	-2.69
34744	8.00	7.00	-8.74	-1.91	-2.66
34785	9.00	8.00	-8.81	-1.94	-2.70
34814	14.00	13.00	-8.75	-1.94	-2.67
34874	1.00	0.00	-8.77	-1.94	-2.72
34915	7.00	6.00	-8.77	-1.90	-2.70
34945	10.00	9.00	-8.78	-1.94	-2.66
34975	12.00	11.00	-8.76	-1.94	-2.69
35044	2.00	1.00	-8.74	-1.83	-2.66
35075	6.00	5.00	-8.81	-1.87	-2.73
35104	9.00	9.00	-8.72	-1.92	-2.69
35135	16.00	15.00	-8.75	-1.89	-2.60
35174	13.00	12.00	-8.76	-1.95	-2.69
35205	15.00	15.00	-8.71	-1.87	-2.61
35235	22.00	21.00	-8.77	-1.93	-2.67
35304	1.00	1.00	-8.70	-1.96	-2.68
35335	10.00	9.00	-8.73	-1.92	-2.72
35365	15.00	14.00	-8.74	-1.90	-2.72
35434	2.00	2.00	-8.74	-1.91	-2.62
35475	2.00	1.00	-8.79	-1.92	-2.66
35604	0.00	0.00	-8.71	-1.93	-2.62
35635	8.00	7.00	-8.72	-1.91	-2.71
35665	13.00	12.00	-8.72	-1.99	-2.63
35724	1.00	0.00	-8.69	-1.99	-2.66
35814	2.00	1.00	-8.75	-1.88	-2.66
35855	0.00	0.00	-8.74	-1.94	-2.66
35904	1.00	0.00	-8.75	-1.90	-2.71
35944	6.00	5.00	-8.73	-1.94	-2.67
35975	8.00	7.00	-8.74	-1.89	-2.69
36004	11.00	11.00	-8.76	-1.90	-2.63
36074	0.00	0.00	-8.70	-1.94	-2.76
36115	6.00	5.00	-8.73	-1.96	-2.66
36145	11.00	9.00	-8.77	-1.92	-2.66
36175	12.00	11.00	-8.72	-1.92	-2.61
36245	3.00	2.00	-8.76	-1.99	-2.68
36275	6.00	5.00	-8.75	-1.90	-2.61
36304	9.00	9.00	-8.69	-1.90	-2.66
36364	6.00	5.00	-8.80	-1.97	-2.71
36415	4.00	3.00	-8.77	-1.95	-2.62
36445	10.00	8.00	-8.74	-1.96	-2.60
36475	11.00	10.00	-8.78	-1.95	-2.69
36504	18.00	15.00	-8.77	-1.94	-2.69
36584	2.00	1.00	-8.74	-1.92	-2.62
36625	2.00	1.00	-8.82	-1.93	-2.74
36655	6.00	6.00	-8.72	-1.90	-2.72
36685	13.00	12.00	-8.77	-1.88	-2.65
36754	0.00	0.00	-8.76	-1.98	-2.64
36785	8.00	7.00	-8.78	-1.95	-2.65
36814	14.00	13.00	-8.77	-1.91	-2.67
36884	1.00	1.00	-8.75	-1.89	-2.66
36925	2.00	1.00	-8.69	-1.93	-2.63
36955	6.00	6.00	-8.74	-1.91	-2.65
36985	12.00	12.00	-8.74	-1.90	-2.70
37054	0.00	0.00	-8.75	-1.91	-2.59
37134	0.00	0.00	-8.75	-1.94	-2.62
37165	10.00	8.00	-8.72	-1.93	-2.66
37224	0.00	0.00	-8.74	-1.91	-2.64
37264	6.00	5.00	-8.75	-1.88	-2.58
37295	11.00	10.00	-8.74	-1.98	-2.65
37325	12.00	11.00	-8.75	-1.91	-2.70
37394	3.00	2.00	-8.75	-1.90	-2.69
37425	6.00	5.00	-8.81	-1.95	-2.56
37454	9.00	8.00	-8.74	-1.98	-2.63
37485	14.00	14.00	-8.75	-1.94	-2.73
37515	20.00	19.00	-8.71	-1.94	-2.63
37564	12.00	11.00	-8.70	-1.92	-2.68
37605	6.00	6.00	-8.68	-1.92	-2.68
37635	12.00	11.00	-8.72	-1.97	-2.65
37694	5.00	4.00	-8.66	-1.91	-2.66
37725	10.00	8.00	-8.79	-1.94	-2.69
37774	4.00	4.00	-8.70	-1.90	-2.68
37825	2.00	1.00	-8.74	-1.90	-2.71
37855	6.00	5.00	-8.74	-1.93	-2.69
37885	11.00	11.00	-8.72	-1.95	-2.60
37944	5.00	4.00	-8.76	-1.94	-2.63
37975	8.00	7.00	-8.74	-1.97	-2.65
38004	11.00	10.00	-8.75	-1.91	-2.67
38074	0.00	0.00	-8.70	-1.92	-2.73
38115	6.00	5.00	-8.82	-1.87	-2.66
38145	11.00	10.00	-8.74	-1.96	-2.68
38175	12.00	11.00	-8.76	-1.91	-2.64
38244	4.00	3.00	-8.74	-1.96	-2.69
38275	6.00	5.00	-8.78	-1.94	-2.67
38304	9.00	9.00	-8.75	-1.91	-2.65
38354	5.00	5.00	-8.70	-1.93	-2.62
38384	11.00	10.00	-8.78	-1.98	-2.62
38464	2.00	1.00	-8.76	-1.98	-2.62
38544	3.00	2.00	-8.73	-1.91	-2.74
38585	2.00	2.00	-8.74	-1.94	-2.62
38615	10.00	9.00	-8.71	-1.90	-2.67
38645	15.00	14.00	-8.75	-1.91	-2.73
38714	3.00	2.00	-8.72	-1.92	-2.68
38745	10.00	8.00	-8.71	-1.89	-2.72
38775	11.00	10.00	-8.74	-1.90	-2.65
38844	3.00	2.00	-8.73	-1.92	-2.66
38875	6.00	5.00	-8.75	-1.89	-2.71
38904	9.00	8.00	-8.80	-1.90	-2.62
38935	13.00	13.00	-8.75	-1.92	-2.61
38974	14.00	13.00	-8.68	-1.95	-2.55
39054	0.00	0.00	-8.78	-1.97	-2.69
39105	0.00	0.00	-8.79	-1.96	-2.65
39135	6.00	6.00	-8.74	-1.95	-2.71
39165	14.00	13.00	-8.76	-1.90	-2.65
39224	2.00	2.00	-8.63	-1.99	-2.65
39314	1.00	1.00	-8.74	-1.90	-2.71
39355	1.00	0.00	-8.74	-1.91	-2.67
39385	7.00	6.00	-8.83	-1.90	-2.61
39415	14.00	13.00	-8.71	-1.95	-2.69
39484	0.00	0.00	-8.78	-1.90	-2.66
39564	1.00	1.00	-8.75	-1.91	-2.66
39654	0.00	0.00	-8.74	-1.96	-2.65
39695	6.00	5.00	-8.74	-1.87	-2.68
39744	6.00	5.00	-8.72	-1.90	-2.56
39785	3.00	2.00	-8.76	-1.98	-2.62
39815	11.00	10.00	-8.73	-1.89	-2.63
39845	16.00	14.00	-8.79	-1.89	-2.74
39915	3.00	2.00	-8.70	-1.92	-2.64
39945	10.00	9.00	-8.80	-1.93	-2.58
39975	12.00	11.00	-8.74	-1.90	-2.62
40034	2.00	1.00	-8.76	-1.98	-2.67
40065	10.00	9.00	-8.75	-1.91	-2.59
40094	15.00	14.00	-8.82	-1.92	-2.63
40164	2.00	2.00	-8.76	-1.96	-2.72
40205	1.00	1.00	-8.71	-1.95	-2.73
40235	7.00	6.00	-8.67	-1.95	-2.76
40265	14.00	13.00	-8.68	-1.91	-2.70
40334	0.00	0.00	-8.79	-1.97	-2.67
40366	10.00	9.00	-8.73	-1.93	-2.63
40424	2.00	1.00	-8.73	-1.98	-2.68
40455	6.00	5.00	-8.73	-1.93	-2.69
40484	10.00	9.00	-8.71	-1.90	-2.67
40554	0.00	0.00	-8.80	-1.92	-2.65
40595	7.00	6.00	-8.73	-1.91	-2.69
40625	10.00	9.00	-8.73	-1.89	-2.67
40655	12.00	11.00	-8.71	-1.88	-2.61
40724	2.00	1.00	-8.76	-1.96	-2.69
40755	6.00	5.00	-8.77	-1.98	-2.61
40784	9.00	9.00	-8.74	-1.88	-2.66
40815	16.00	15.00	-8.69	-1.97	-2.75
40895	3.00	2.00	-8.70	-1.98	-2.63
41124	49.00	48.00	-8.72	-1.92	-2.60
41195	22.00	21.00	-8.75	-1.94	-2.61
41225	23.00	22.00	-8.73	-1.96	-2.67
41274	13.00	12.00	-8.73	-1.96	-2.69
41315	12.00	12.00	-8.70	-1.93	-2.72
41345	17.00	16.00	-8.77	-1.90	-2.69
41404	2.00	2.00	-8.77	-1.92	-2.62
41445	8.00	7.00	-8.75	-1.95	-2.72
41475	11.00	10.00	-8.76	-1.88	-2.63
41505	12.00	11.00	-8.79	-1.89	-2.70
41575	2.00	1.00	-8.76	-1.86	-2.66
41605	6.00	5.00	-8.72	-1.91	-2.72
41634	9.00	9.00	-8.72	-1.90	-2.65
41665	16.00	15.00	-8.80	-1.87	-2.66
41695	20.00	19.00	-8.70	-1.91	-2.64
41784	0.00	0.00	-8.75	-1.94	-2.63
41835	0.00	0.00	-8.79	-1.91	-2.66
41865	8.00	7.00	-8.63	-2.00	-2.71
41894	13.00	12.00	-8.73	-1.92	-2.63
41954	1.00	0.00	-8.73	-1.94	-2.63
42004	0.00	0.00	-8.73	-1.87	-2.63
42084	0.00	0.00	-8.74	-1.97	-2.70
42125	4.00	3.00	-8.74	-1.91	-2.64
42155	7.00	6.00	-8.68	-1.91	-2.61
42184	10.00	10.00	-8.78	-1.88	-2.62
42254	0.00	0.00	-8.75	-1.95	-2.64
42304	0.00	0.00	-8.74	-1.94	-2.65
42335	5.00	5.00	-8.71	-1.96	-2.68
42364	13.00	12.00	-8.76	-1.90	-2.69
42395	17.00	16.00	-8.73	-1.89	-2.66
42477	5.00	4.00	-8.72	-1.93	-2.75
42516	8.00	8.00	-8.74	-1.91	-2.68
42548	16.00	14.00	-8.78	-1.95	-2.63
42587	11.00	10.00	-8.72	-1.87	-2.66
42647	7.00	6.00	-8.77	-1.92	-2.69
42686	5.00	5.00	-8.76	-1.94	-2.71
42718	15.00	13.00	-8.74	-1.94	-2.68
42767	10.00	9.00	-8.75	-1.95	-2.63
42817	7.00	6.00	-8.76	-2.00	-2.70
42848	15.00	13.00	-8.77	-1.91	-2.70
42877	21.00	19.00	-8.77	-1.97	-2.67
42986	0.00	0.00	-8.76	-1.95	-2.55
43018	9.00	7.00	-8.72	-1.92	-2.63
43116	0.00	0.00	-8.74	-1.94	-2.65
43157	5.00	4.00	-8.69	-1.90	-2.66
43188	11.00	10.00	-8.74	-1.95	-2.68
43237	6.00	5.00	-8.73	-1.91	-2.66
43267	15.00	14.00	-8.80	-1.94	-2.58
43326	6.00	5.00	-8.80	-1.95	-2.71
43357	10.00	9.00	-8.74	-1.97	-2.66
43387	15.00	14.00	-8.70	-1.90	-2.69
43496	2.00	1.00	-8.70	-1.89	-2.68
43586	0.00	0.00	-8.74	-1.93	-2.74
43617	9.00	7.00	-8.71	-1.98	-2.68
43648	16.00	15.00	-8.72	-1.94	-2.64
43707	4.00	3.00	-8.68	-1.94	-2.71
43738	10.00	9.00	-8.72	-1.90	-2.66
43797	6.00	5.00	-8.80	-1.89	-2.71
43836	6.00	6.00	-8.78	-1.98	-2.68
43867	15.00	14.00	-8.77	-1.88	-2.72
43926	6.00	5.00	-8.80	-1.91	-2.67
43957	10.00	9.00	-8.71	-1.97	-2.65
43987	15.00	14.00	-8.75	-1.90	-2.66
44047	9.00	8.00	-8.69	-1.86	-2.65
44078	15.00	13.00	-8.78	-1.91	-2.70
44137	2.00	2.00	-8.72	-1.92	-2.64
44168	11.00	10.00	-8.73	-1.96	-2.71
44227	6.00	5.00	-8.73	-1.92	-2.67
44258	10.00	9.00	-8.69	-1.91	-2.68
44306	6.00	5.00	-8.72	-1.89	-2.60
44337	11.00	10.00	-8.71	-1.91	-2.78
44396	7.00	6.00	-8.76	-1.96	-2.70
44427	13.00	12.00	-8.72	-1.93	-2.70
44477	11.00	10.00	-8.70	-1.88	-2.74
44508	14.00	13.00	-8.74	-1.90	-2.70
44606	0.00	0.00	-8.77	-1.94	-2.64
44686	0.00	0.00	-8.74	-1.99	-2.67
44717	9.00	7.00	-8.75	-1.90	-2.70
44747	16.00	15.00	-8.69	-1.92	-2.67
44817	2.00	1.00	-8.75	-1.99	-2.61
44848	11.00	10.00	-8.78	-1.91	-2.67
44907	2.00	1.00	-8.74	-1.93	-2.70
44938	8.00	7.00	-8.76	-1.91	-2.64
44987	4.00	4.00	-8.70	-1.90	-2.64
45017	13.00	12.00	-8.71	-1.91	-2.73
45076	6.00	5.00	-8.78	-1.97	-2.63
45107	10.00	9.00	-8.72	-1.84	-2.66
45157	8.00	7.00	-8.71	-1.95	-2.59
45188	13.00	12.00	-8.76	-1.87	-2.69
45247	7.00	7.00	-8.75	-1.93	-2.69
45278	14.00	13.00	-8.75	-1.95	-2.77
45327	9.00	8.00	-8.76	-1.87	-2.65
45357	13.00	12.00	-8.73	-1.94	-2.66
45416	5.00	4.00	-8.73	-1.94	-2.62
45528	35.00	32.00	-8.74	-1.93	-2.69
45587	12.00	12.00	-8.71	-1.88	-2.60
45618	19.00	18.00	-8.70	-1.98	-2.62
45716	0.00	0.00	-8.75	-1.91	-2.65
45747	10.00	9.00	-8.78	-1.86	-2.61
45777	16.00	15.00	-8.44	-1.93	-2.73
45827	11.00	10.00	-8.65	-1.88	-2.74
45877	10.00	9.00	-8.64	-1.83	-2.77
45907	13.00	12.00	-8.81	-1.98	-2.51
45957	8.00	7.00	-8.90	-1.95	-2.55
45987	13.00	12.00	-8.74	-1.93	-2.66
46097	2.00	1.00	-8.81	-1.95	-2.71
46127	11.00	9.00	-8.78	-1.90	-2.65
46186	0.00	0.00	-8.73	-1.92	-2.74
46266	0.00	0.00	-8.73	-1.91	-2.64
46297	10.00	9.00	-8.70	-1.94	-2.58
46327	16.00	15.00	-8.72	-1.86	-2.66
46376	11.00	10.00	-8.80	-1.88	-2.68
46436	0.00	0.00	-8.74	-1.88	-2.59
46477	8.00	7.00	-8.74	-1.92	-2.59
46508	11.00	10.00	-8.73	-1.91	-2.66
46547	16.00	15.00	-8.74	-1.93	-2.70
46607	4.00	3.00	-8.77	-1.92	-2.67
46638	10.00	9.00	-8.75	-1.92	-2.65
46697	6.00	5.00	-8.68	-1.91	-2.64
46728	13.00	12.00	-8.77	-1.94	-2.67
46787	1.00	1.00	-8.75	-1.91	-2.71
46818	9.00	8.00	-8.70	-1.99	-2.66
46867	6.00	6.00	-8.73	-1.95	-2.66
46898	15.00	14.00	-8.72	-1.91	-2.65
46957	3.00	3.00	-8.73	-1.93	-2.67
46987	9.00	8.00	-8.74	-1.91	-2.68
47017	15.00	14.00	-8.75	-1.90	-2.63
47056	15.00	14.00	-8.75	-1.93	-2.67
47087	19.00	18.00	-8.73	-1.90	-2.70
47127	24.00	23.00	-8.73	-1.99	-2.70
47158	26.00	25.00	-8.71	-1.85	-2.70
47207	16.00	15.00	-8.78	-1.91	-2.66
47238	20.00	19.00	-8.76	-1.93	-2.70
47297	11.00	10.00	-8.68	-1.90	-2.68
47328	17.00	16.00	-8.78	-1.87	-2.71
47377	12.00	11.00	-8.69	-1.94	-2.70
47408	15.00	14.00	-8.77	-1.90	-2.71
47506	0.00	0.00	-8.73	-1.88	-2.69
47537	7.00	6.00	-8.71	-1.96	-2.68
47567	13.00	12.00	-8.73	-1.85	-2.67
47627	8.00	7.00	-8.72	-1.91	-2.69
47657	12.00	10.00	-8.69	-1.97	-2.66
47766	0.00	0.00	-8.71	-1.90	-2.61
47797	10.00	8.00	-8.71	-1.92	-2.70
47827	14.00	13.00	-8.75	-1.88	-2.67
47887	2.00	1.00	-8.81	-1.90	-2.62
47918	10.00	9.00	-8.74	-1.91	-2.66
47977	6.00	5.00	-8.77	-1.94	-2.70
48008	10.00	9.00	-8.76	-1.90	-2.64
48067	2.00	2.00	-8.74	-1.87	-2.79
48098	12.00	11.00	-8.69	-1.85	-2.71
48147	8.00	8.00	-8.76	-1.88	-2.70
48178	16.00	14.00	-8.78	-1.89	-2.65
48237	2.00	2.00	-8.73	-1.93	-2.70
48267	10.00	9.00	-8.71	-1.92	-2.61
48316	7.00	6.00	-8.75	-1.97	-2.68
48347	15.00	14.00	-8.73	-1.91	-2.63
48406	4.00	3.00	-8.73	-1.88	-2.62
48438	13.00	10.00	-8.67	-1.90	-2.65
48527	3.00	2.00	-8.77	-1.89	-2.62
48557	8.00	6.00	-8.73	-1.92	-2.74
48587	12.00	11.00	-8.80	-1.95	-2.68
48636	7.00	6.00	-8.77	-1.91	-2.70
48667	13.00	12.00	-8.78	-1.92	-2.67
48727	8.00	7.00	-8.78	-1.89	-2.66
48757	12.00	11.00	-8.76	-1.94	-2.71
48817	3.00	2.00	-8.79	-1.92	-2.64
48847	13.00	11.00	-8.78	-1.95	-2.71
48907	3.00	2.00	-8.75	-1.89	-2.67
48937	9.00	8.00	-8.71	-1.93	-2.70
48997	5.00	4.00	-8.75	-1.92	-2.60
49028	13.00	12.00	-8.73	-1.96	-2.65
49068	11.00	11.00	-8.74	-1.93	-2.58
49127	7.00	6.00	-8.68	-1.96	-2.67
49158	11.00	10.00	-8.73	-1.92	-2.66
49217	2.00	1.00	-8.70	-1.85	-2.58
49248	11.00	10.00	-8.85	-1.91	-2.66
49296	6.00	5.00	-8.90	-1.88	-2.60
49327	10.00	9.00	-8.75	-1.88	-2.62
49357	7.00	7.00	-8.74	-1.90	-2.69
