Time	Pitot	Thrust
2547	558	138
2574	558	139
2594	558	139
2614	557	139
2634	558	139
2654	557	139
2674	559	139
2695	558	139
2714	558	139
2735	559	139
2754	558	140
2775	559	139
2794	559	140
2814	559	139
2834	558	140
2854	559	139
2874	558	140
2894	559	139
2914	558	140
2934	559	139
2954	558	140
2974	558	139
3007	559	139
3038	558	139
3064	558	139
3084	558	140
3104	559	139
3124	558	140
3144	558	139
3165	558	139
3184	558	140
3205	558	139
3224	558	140
3245	559	139
3264	559	139
3284	559	139
3317	558	139
3344	559	139
3364	559	139
3384	558	140
3404	559	139
3424	558	140
3444	559	139
3465	558	140
3484	559	139
3505	559	139
3524	558	140
3545	558	139
3564	558	140
3585	559	139
3604	558	140
3624	559	139
3644	558	140
3678	559	139
3704	559	139
3724	558	140
3744	559	139
3765	558	140
3784	559	139
3805	559	139
3824	558	140
3845	559	139
3864	558	140
3885	559	139
3904	558	140
3924	559	139
3944	558	140
3964	559	139
3985	558	140
4004	559	139
4025	558	140
4044	558	139
4077	559	139
4104	559	139
4124	558	139
4145	559	139
4165	558	140
4185	559	139
4205	558	140
4226	559	139
4245	558	139
4264	559	139
4285	558	140
4305	559	139
4337	559	139
4364	559	139
4384	559	139
4405	558	140
4424	559	139
4445	558	139
4464	558	140
4485	559	139
4504	558	140
4525	559	139
4544	558	140
4564	559	139
4584	558	140
4604	558	139
4624	558	140
4644	559	139
4664	558	140
4684	559	139
4705	558	140
4724	558	139
4745	558	140
4764	559	139
4785	559	139
4804	558	140
4825	559	139
4857	558	139
4884	559	139
4904	559	139
4924	558	140
4944	559	139
4977	559	139
5004	559	139
5024	559	139
5044	558	140
5064	559	139
5085	559	139
5104	558	140
5125	558	139
5144	558	140
5165	559	139
5185	558	140
5204	559	139
5225	558	140
5244	558	139
5265	558	140
5284	559	139
5305	558	140
5324	559	139
5345	558	140
5364	559	139
5385	558	140
5404	559	139
5425	558	139
5444	558	140
5465	559	139
5484	558	140
5505	559	139
5524	558	140
5544	559	139
5565	558	140
5584	559	139
5614	559	139
5636	559	139
5655	558	140
5676	559	139
5695	558	140
5714	559	139
5735	558	140
5754	559	139
5775	558	140
5794	559	139
5815	558	140
5834	559	139
5855	558	140
5874	559	139
5896	559	139
5915	558	140
5935	559	139
5955	558	140
5975	559	139
5995	558	140
6014	559	139
6034	558	140
6054	559	139
6074	558	140
6094	559	139
6114	559	140
6134	559	139
6154	558	140
6174	559	139
6207	559	139
6238	559	139
6264	559	139
6285	559	140
6304	559	139
6325	559	140
6344	559	135
6365	559	135
6397	560	134
6424	559	135
6445	559	134
6465	559	135
6484	560	135
6505	559	135
6524	559	135
6545	559	135
6564	560	135
6585	559	135
6604	560	135
6625	559	135
6645	560	135
6665	559	135
6684	559	135
6705	559	135
6724	558	135
6745	559	135
6764	559	135
6785	559	135
6804	559	135
6824	559	135
6844	559	135
6864	559	135
6897	559	133
6924	559	135
6944	559	135
6965	559	135
6984	559	135
7005	559	135
7025	558	135
7045	559	135
7064	559	135
7085	560	135
7104	559	135
7124	560	135
7145	559	135
7178	560	134
7204	559	135
7426	559	135
7457	559	134
7487	559	135
7518	559	135
7544	559	135
7565	559	135
7584	559	135
7605	559	135
7624	559	135
7645	559	135
7665	559	135
7685	560	135
7704	559	135
7726	559	135
7745	559	135
7764	559	135
7785	559	135
7804	559	135
7825	558	135
7844	559	135
7865	559	135
7884	559	135
7905	559	135
7924	559	135
7945	558	135
7964	559	135
7985	559	135
8005	559	135
8025	559	135
8045	559	135
8065	559	135
8097	559	134
8124	559	135
8144	559	135
8177	559	135
8204	559	135
8224	559	135
8244	558	135
8264	559	135
8285	559	135
8304	559	135
8325	559	135
8344	558	135
8365	559	135
8384	558	135
8404	559	135
8425	559	135
8444	559	135
8464	559	135
8484	559	135
8504	559	135
8524	560	135
8544	559	135
8564	560	135
8584	559	135
8604	559	135
8625	560	135
8644	559	135
8665	559	135
8684	559	135
8705	559	135
8725	559	135
8767	559	134
8798	559	135
8824	560	135
8844	559	135
8864	559	135
8884	559	135
8904	559	135
8926	559	135
8945	559	135
8974	559	135
8994	559	135
9014	559	135
9034	559	135
9054	559	135
9074	559	135
9095	560	135
9115	559	135
9135	559	135
9154	558	135
9175	559	135
9194	559	135
9216	559	135
9235	559	135
9254	560	135
9274	559	135
9294	560	135
9314	559	135
9334	559	135
9354	559	135
9374	559	135
9407	559	135
9438	559	135
9464	559	135
9484	559	135
9504	559	135
9525	559	135
9544	559	135
9565	559	135
9584	558	135
9605	559	135
9624	558	135
9645	559	135
9664	559	135
9684	559	135
9704	559	135
9738	559	135
9764	559	135
9785	559	135
9804	559	135
9825	559	135
9844	559	135
9864	559	135
9884	559	135
9905	559	135
9925	559	135
9945	559	135
9964	559	135
9985	559	135
10004	559	135
10024	559	135
10045	559	136
10078	559	135
10104	559	135
10125	559	135
10144	559	135
10164	558	135
10184	559	135
10205	559	135
10225	558	135
10245	559	135
10265	559	135
10285	559	135
10305	559	135
10324	559	135
10345	558	135
10364	559	135
10385	558	135
10405	559	135
10425	559	135
10444	559	135
10477	559	135
10504	559	135
10524	559	135
10546	559	135
10565	559	135
10585	559	135
10605	558	135
10625	559	135
10644	559	135
10664	559	135
10685	559	135
10704	559	135
10737	559	135
10764	559	135
10784	559	135
10805	558	135
10824	559	135
10845	559	135
10864	558	135
10885	559	135
10905	559	135
10925	559	135
10945	559	135
10964	559	135
10985	559	135
11004	559	135
11025	559	135
11044	559	135
11065	558	135
11084	559	135
11104	559	135
11124	559	135
11145	559	135
11164	559	135
11197	559	135
11228	559	135
11254	559	135
11274	558	135
11294	560	135
11327	559	134
11358	560	135
11384	559	135
11414	559	135
11435	559	135
11455	559	135
11474	559	135
11495	558	135
11514	559	135
11534	559	135
11554	559	135
11575	559	135
11594	559	135
11615	559	135
11634	559	135
11656	559	135
11675	559	135
11695	560	135
11715	559	135
11735	559	135
11755	558	135
11774	559	135
11795	559	136
11814	559	135
11835	559	135
11854	559	135
11875	559	135
11894	559	135
11914	559	135
11934	559	135
11967	559	135
11998	559	135
12024	559	135
12044	558	135
12078	559	134
12104	559	135
12125	559	135
12144	559	135
12165	559	135
12185	558	135
12206	559	135
12225	558	135
12244	559	135
12265	558	135
12284	559	135
12305	559	135
12324	559	135
12345	559	135
12364	559	135
12385	558	135
12404	559	135
12425	559	136
12444	559	135
12465	559	135
12485	559	135
12505	559	135
12524	558	135
12545	559	135
12565	558	135
12584	559	135
12604	559	135
12624	559	135
12645	558	135
12664	559	135
12694	559	135
12715	559	135
12735	558	135
12754	559	135
12775	559	135
12795	559	135
12815	559	135
12834	559	135
12855	559	135
12874	559	135
12894	558	135
12914	559	135
12935	559	135
12955	558	135
12975	559	135
12995	559	135
13015	559	135
13035	558	135
13054	559	135
13075	558	135
13095	559	135
13115	558	135
13134	559	135
13155	559	135
13174	559	135
13195	559	135
13214	559	135
13247	559	134
13278	559	135
13304	560	135
13325	559	135
13358	559	135
13384	560	135
13405	559	135
13437	559	135
13465	559	135
13485	559	135
13505	559	135
13524	559	135
13545	559	135
13564	559	135
13584	559	135
13604	559	135
13625	559	135
13644	559	135
13665	558	135
13684	559	135
13705	559	135
13724	559	135
13746	559	135
13765	559	135
13785	559	135
13805	558	135
13825	559	135
13845	558	135
13865	559	135
13885	559	135
13904	559	135
13925	559	135
13944	559	135
13964	559	135
13984	559	135
14017	560	134
14048	559	135
14074	559	135
14095	558	135
14114	559	135
14135	559	135
14168	559	135
14195	559	135
14215	559	135
14234	559	135
14256	560	135
14275	559	135
14295	559	135
14314	559	135
14334	559	135
14354	559	135
14374	559	135
14394	559	135
14414	559	135
14434	559	135
14454	559	135
14475	558	135
14494	559	135
14527	559	135
14558	559	135
14584	559	135
14604	559	135
14624	559	135
14645	559	135
14664	559	135
14697	559	135
14728	560	135
14755	559	135
14775	559	135
14794	559	135
14814	559	135
14835	560	135
14855	559	135
14874	559	135
14896	559	135
14927	559	135
14954	559	135
14974	559	135
14994	559	135
15014	559	135
15034	559	135
15054	559	135
15074	559	135
15094	559	135
15114	559	135
15134	559	135
15167	559	134
15198	559	135
15224	559	135
15245	559	135
15264	559	135
15284	559	135
15304	559	135
15325	559	135
15344	559	135
15366	560	135
15397	560	135
15425	560	135
15444	559	135
15464	559	135
15484	559	135
15505	559	136
15524	559	135
15544	559	135
15564	559	135
15585	559	135
15604	559	135
15624	559	135
15644	559	135
15677	559	135
15708	559	135
15734	560	135
15755	558	135
15774	559	135
15807	559	134
15838	559	135
15867	559	135
15894	559	135
15915	560	135
15935	559	136
15954	559	135
15974	558	135
15994	559	135
16015	559	135
16034	559	135
16055	559	135
16074	559	135
16107	560	135
16138	559	135
16167	559	135
16194	559	135
16215	560	135
16235	559	135
16254	559	135
16275	559	135
16295	559	135
16315	559	135
16334	559	135
16355	559	135
16374	559	135
16395	559	136
16414	559	135
16447	559	134
16478	559	135
16504	559	135
16524	558	135
16544	559	135
16565	559	135
16584	559	135
16605	559	135
16625	559	136
16645	559	135
16665	559	135
16685	559	135
16705	559	135
16724	559	135
16745	559	135
16778	559	135
16804	559	135
16825	559	135
16844	559	135
16865	558	135
16884	559	135
16905	559	135
16925	559	135
16945	560	135
16965	559	135
16985	559	135
17005	559	135
17025	559	135
17045	559	135
17064	559	135
17085	559	135
17104	559	135
17125	558	136
17144	559	135
17165	558	135
17184	559	135
17204	559	135
17225	559	135
17245	559	135
17265	559	135
17285	560	135
17305	559	135
17325	559	135
17345	559	135
17364	559	135
17385	559	135
17418	560	135
17444	560	135
17465	559	135
17484	559	135
17505	559	135
17525	559	135
17545	559	135
17564	559	135
17585	559	135
17605	559	135
17625	559	135
17645	559	135
17665	559	135
17684	558	135
17704	559	135
17725	558	135
17744	559	135
17764	558	135
17784	559	135
17805	559	135
17824	559	135
17845	559	135
17864	559	135
17885	559	135
17917	559	135
17944	559	135
17965	559	135
17985	559	135
18006	559	135
18025	559	135
18044	559	135
18077	559	135
18104	559	135
18124	559	135
18145	559	135
18164	559	135
18185	559	135
18204	559	135
18225	560	135
18244	559	135
18265	559	135
18285	559	135
18305	559	135
18325	559	135
18344	559	135
18485	559	135
18646	560	135
18677	560	135
18707	560	135
18738	559	135
18764	560	135
18784	559	135
18804	560	135
18825	559	136
18845	559	135
18865	559	135
18885	559	136
18905	559	135
18937	559	135
18965	560	135
18984	559	135
19005	559	136
19024	559	135
19045	559	135
19065	559	135
19085	559	135
19104	560	135
19125	559	135
19144	559	135
19166	559	135
19185	559	136
19205	560	135
19225	559	136
19245	560	135
19265	559	136
19284	559	135
19305	558	136
19338	560	135
19365	559	135
19385	559	135
19404	559	135
19425	558	135
19444	559	135
19464	559	136
19484	559	135
19505	559	135
19525	559	136
19545	559	135
19565	559	135
19586	559	135
19605	559	135
19624	560	135
19657	559	135
19685	560	135
19705	559	135
19725	559	136
19744	559	135
19765	559	135
19784	560	135
19805	560	135
19824	559	135
19845	560	135
19865	559	136
19885	559	135
19905	559	135
19924	559	135
19945	559	135
19978	560	135
20004	559	135
20025	559	136
20045	559	135
20065	559	136
20084	559	135
20105	559	135
20124	559	135
20145	559	135
20165	559	135
20185	560	135
20204	559	135
20225	560	135
20245	559	135
20264	560	135
20285	559	135
20305	560	135
20325	559	136
20344	560	135
20377	559	135
20405	560	135
20424	560	135
20445	559	135
20465	559	135
20485	559	135
20504	558	135
20525	560	135
20545	559	136
20564	559	135
20584	558	135
20604	559	135
20637	560	135
20664	559	135
20684	560	135
20704	559	135
20724	559	135
20744	559	136
20764	559	135
20786	559	135
20805	558	135
20825	559	135
20844	559	135
20866	559	135
20885	559	135
20904	560	135
20924	559	136
20944	559	135
20964	559	135
20984	559	135
21004	560	136
21024	559	135
21044	559	135
21064	559	135
21097	559	135
21128	559	135
21154	559	135
21174	559	136
21194	559	135
21215	559	136
21234	559	135
21255	559	135
21274	559	135
21304	559	135
21325	560	135
21345	559	135
21364	559	135
21384	559	136
21404	559	135
21425	560	136
21444	559	134
21466	560	135
21485	559	135
21505	560	135
21524	559	134
21544	560	134
21565	559	135
21584	560	134
21604	559	135
21625	560	134
21645	559	135
21664	559	134
21684	559	135
21704	559	134
21725	559	134
21745	559	135
21765	559	133
21784	559	124
21817	559	140
21848	559	143
21874	559	137
21895	560	138
21915	559	138
21945	559	137
21964	559	138
21985	559	138
22004	559	137
22024	559	137
22044	559	137
22065	559	137
22085	559	138
22105	559	137
22125	558	138
22146	559	137
22165	559	138
22184	560	137
22205	559	138
22224	560	137
22245	559	138
22265	560	137
22285	559	138
22304	559	137
22325	559	138
22344	560	137
22365	559	137
22385	558	138
22406	559	137
22425	559	138
22445	559	137
22465	559	138
22484	559	138
22505	559	138
22538	560	136
22567	559	137
22594	560	137
22615	560	137
22635	559	138
22656	560	137
22675	559	138
22694	559	137
22715	559	137
22734	559	137
22755	559	138
22774	559	137
22795	558	138
22814	559	137
22847	559	137
22878	559	137
22904	560	137
22925	559	138
22944	560	137
22964	559	138
22984	559	137
23005	559	137
23025	559	138
23045	560	138
23065	559	138
23086	559	137
23105	559	138
23124	559	137
23145	559	138
23164	560	138
23185	559	138
23204	559	137
23225	559	137
23258	560	137
23284	560	137
23315	560	137
23335	560	138
23355	559	138
23374	560	137
23395	559	137
23415	560	138
23435	559	138
23454	560	137
23487	560	136
23518	559	137
23547	559	137
23574	560	137
23595	560	137
23615	559	137
23634	560	137
23655	559	138
23674	559	137
23695	559	138
23714	560	137
23735	559	137
23754	559	137
23775	559	138
23794	560	138
23815	559	137
23835	559	138
23855	559	138
23875	559	138
23896	559	137
23927	559	137
23955	559	137
23974	559	137
23995	559	137
24014	559	137
24034	559	138
24068	559	137
24094	559	137
24127	559	136
24158	559	137
24184	560	138
24205	559	138
24225	559	137
24245	559	138
24264	559	138
24285	559	137
24305	559	137
24325	559	137
24345	559	137
24366	559	138
24385	559	138
24404	559	137
24425	559	138
24445	560	138
24465	559	138
24484	559	137
24505	559	138
24524	559	138
24545	558	138
24565	559	138
24585	559	138
24617	559	137
24645	560	137
24666	560	137
24685	559	137
24705	560	137
24725	559	138
24744	559	137
24764	558	138
24784	559	137
24817	559	137
24844	559	137
24864	559	137
24884	558	137
24904	559	137
24925	559	137
24945	559	138
24965	559	137
24985	559	137
25005	560	137
25025	559	138
25044	560	137
25065	559	137
25084	559	137
25105	559	138
25124	559	137
25145	558	137
25164	559	138
25185	559	138
25205	559	137
25225	559	137
25257	560	137
25285	560	138
25306	560	137
25325	559	137
25345	560	137
25365	559	138
25384	560	138
25405	559	138
25424	559	137
25445	559	138
25464	559	137
25485	559	137
25505	559	137
25537	559	137
25568	559	137
25594	559	137
25615	559	138
25634	559	137
25655	559	138
25674	559	137
25695	559	138
25714	559	137
25735	559	137
25755	558	138
25775	559	137
25795	558	138
25815	559	137
25835	559	138
25854	559	137
25875	559	138
25895	560	137
25927	559	137
25954	560	137
25974	560	137
25995	558	138
26014	559	137
26047	559	137
26078	559	137
26104	560	137
26125	559	138
26144	559	137
26164	559	138
26184	559	137
26205	559	137
26225	559	138
26245	559	137
26265	558	138
26297	559	137
26328	560	137
26354	560	137
26375	559	137
26394	559	137
26415	559	137
26435	559	138
26455	559	137
26474	559	137
26496	559	137
26515	559	138
26534	559	137
26554	559	138
26575	559	137
26607	559	137
26634	559	137
26654	559	137
26687	559	137
26718	560	137
26745	559	137
26765	559	138
26784	559	137
26805	559	138
26824	559	137
26845	559	137
26865	559	138
26885	560	137
26904	559	137
26926	559	137
26945	558	138
26964	559	137
26984	559	138
27004	559	137
27024	559	138
27058	559	137
27084	559	137
27104	559	137
27124	559	137
27145	559	137
27164	559	137
27185	559	137
27204	559	138
27225	560	137
27244	559	138
27265	559	137
27297	560	137
27324	560	137
27344	559	137
27365	559	138
27384	559	137
27404	559	138
27425	559	137
27445	558	138
27464	559	137
27485	559	137
27505	559	138
27525	559	137
27544	559	137
27566	559	137
27585	559	138
27604	559	137
27624	559	138
27645	560	137
27665	559	138
27684	559	137
27705	559	137
27724	559	137
27744	559	138
27778	559	137
27804	559	137
27825	559	137
27845	559	138
27865	559	137
27885	559	137
27905	559	137
27924	558	138
27967	559	137
27998	559	137
28027	560	137
28055	560	137
28075	559	137
28095	559	138
28114	560	137
28135	559	138
28154	559	137
28174	559	138
28194	559	137
28215	559	138
28234	559	137
28255	559	138
28274	559	137
28296	560	137
28315	558	138
28335	559	137
28355	559	138
28375	559	137
28395	559	138
28414	559	137
28435	559	137
28454	560	137
28475	559	138
28494	560	137
28515	559	138
28534	560	137
28555	559	138
28574	559	137
28607	559	137
28638	560	137
28664	559	137
28685	559	138
28704	559	137
28725	559	138
28744	560	137
28766	560	137
28785	559	138
28805	560	137
28825	559	138
28845	560	137
28864	559	138
28884	559	137
28905	559	138
28924	560	137
28945	559	138
28965	560	137
28985	559	138
29004	559	137
29025	559	138
29044	559	137
29065	559	138
29085	560	137
29106	559	137
29125	559	138
29145	560	137
29165	559	138
29185	559	137
29205	559	138
29225	559	137
29255	560	137
29276	560	137
29295	559	138
29315	559	137
29335	559	138
29355	559	137
29375	559	138
29395	559	137
29415	559	138
29434	559	137
29455	559	138
29475	559	137
29495	559	138
29514	559	137
29656	559	137
29815	560	137
29847	559	137
29887	559	137
29918	559	137
29944	559	137
29965	559	138
29984	559	137
30005	559	138
30024	560	137
30045	559	137
30065	559	138
30085	560	137
30105	559	138
30125	559	137
30145	559	138
30164	559	137
30185	559	138
30204	559	137
30225	559	138
30258	559	137
30284	559	137
30305	559	138
30325	559	137
30345	558	138
30364	559	137
30385	559	137
30405	559	138
30425	559	137
30445	559	138
30465	559	137
30485	559	138
30527	559	137
30558	559	137
30584	559	137
30605	559	138
30624	559	137
30645	558	138
30664	559	137
30685	559	137
30705	559	138
30725	559	137
30744	559	138
30765	560	137
30785	559	138
30804	559	137
30824	559	138
30844	559	137
30865	559	138
30884	560	137
30904	559	138
30924	559	137
30945	559	138
30964	559	137
30997	559	137
31028	559	137
31054	559	137
31075	559	138
31094	559	137
31115	559	138
31134	559	137
31167	559	137
31198	559	137
31225	559	137
31245	559	137
31264	559	137
31285	559	138
31304	560	137
31326	559	137
31345	559	138
31365	559	137
31385	559	138
31405	559	137
31425	559	138
31444	559	137
31465	558	137
31485	559	137
31505	559	138
31524	559	137
31545	559	138
31564	559	137
31585	559	137
31605	559	137
31625	559	138
31644	559	137
31665	559	137
31685	559	138
31706	559	137
31737	559	137
31764	560	137
31784	559	137
31805	559	138
31824	559	137
31857	559	137
31885	559	137
31904	559	137
31925	559	138
31944	559	137
31965	560	137
31985	559	138
32005	560	137
32025	559	138
32045	559	137
32065	559	138
32084	559	137
32105	559	138
32124	559	137
32144	559	137
32164	559	137
32185	559	138
32204	560	137
32225	559	138
32245	560	137
32265	559	138
32284	559	137
32305	559	137
32325	559	138
32346	559	137
32365	559	138
32385	559	137
32405	559	138
32424	559	137
32457	560	137
32485	560	137
32504	559	137
32524	559	138
32545	559	137
32565	559	138
32584	560	137
32605	559	137
32625	559	138
32645	560	137
32664	559	138
32686	560	137
32705	559	138
32724	560	137
32744	559	138
32764	559	137
32784	559	138
32805	559	137
32825	559	138
32844	559	137
32865	559	137
32884	559	137
32904	559	137
32924	559	137
32945	559	137
32964	559	137
32985	560	137
33004	559	138
33026	560	137
33045	559	138
33064	560	137
33084	559	138
33118	559	137
33144	560	137
33175	560	137
33195	560	137
33214	559	138
33234	560	138
33254	559	138
33274	560	137
33294	559	138
33315	560	137
33335	559	138
33354	559	137
33374	559	138
33394	560	137
33415	560	137
33434	559	137
33455	560	137
33474	559	138
33495	560	137
33514	559	138
33536	560	137
33555	559	138
33574	559	137
33594	559	138
33614	560	137
33634	559	138
33654	560	137
33675	559	138
33694	560	137
33727	560	137
33758	560	137
33784	560	137
33804	559	138
33825	559	137
33845	559	138
33864	560	137
33894	560	137
33914	560	137
33935	559	138
33954	560	137
33975	559	138
33994	559	137
34015	559	138
34035	560	137
34055	560	137
34075	559	138
34095	559	137
34115	559	138
34136	559	137
34155	559	138
34174	559	137
34195	559	138
34214	559	137
34235	559	138
34254	559	137
34275	559	137
34294	560	137
34315	559	138
34334	559	137
34367	559	137
34398	559	137
34424	559	137
34455	560	137
34475	560	137
34495	559	138
34514	560	137
34534	559	138
34554	560	137
34575	559	138
34594	560	137
34615	559	138
34648	560	137
34677	560	137
34705	560	137
34725	559	137
34745	559	138
34764	559	138
34785	559	138
34804	561	138
34825	560	138
34845	559	137
34865	559	137
34884	559	138
34905	559	137
34925	559	138
34945	559	137
34965	559	138
34984	560	137
35005	559	138
35024	560	137
35045	559	138
35064	559	138
35097	559	137
35124	559	137
35144	559	137
35165	559	137
35184	559	138
35205	559	137
35225	559	138
35245	559	137
35264	559	138
35284	559	137
35305	559	138
35324	560	137
35345	559	138
35378	559	137
35404	560	137
35424	559	138
35444	560	137
35465	559	138
35484	559	137
35506	560	137
35525	559	138
35545	559	137
35565	558	138
35585	560	137
35605	559	138
35624	560	137
35645	559	138
35665	559	137
35685	559	138
35704	559	138
35725	559	138
35758	559	137
35784	560	137
35805	560	137
35825	559	138
35845	559	137
35864	559	138
35885	559	137
35905	559	138
35924	559	137
35945	559	138
35965	559	137
35985	559	138
36004	558	138
36025	559	138
36044	559	137
36065	559	138
36098	560	137
36124	559	137
36145	559	137
36165	559	138
36185	559	137
36204	559	138
36225	559	137
36245	559	138
36265	559	137
36285	559	138
36304	559	137
36325	559	138
36344	560	137
36365	559	138
36398	559	137
36424	559	137
36445	559	137
36465	559	138
36486	560	137
36505	559	138
36525	559	137
36545	559	138
36564	559	137
36584	559	138
36604	559	137
36625	559	138
36644	559	137
36665	559	138
36684	559	138
36705	558	138
36724	559	137
36745	559	138
36764	560	138
36786	559	137
36817	559	137
36844	560	137
36865	560	137
36885	559	138
36904	560	138
36924	559	138
36944	559	138
36965	559	138
36984	559	138
37005	559	138
37024	559	138
37057	559	137
37088	560	137
37114	560	137
37135	559	138
37154	559	138
37175	559	138
37195	560	137
37215	559	138
37234	560	138
37255	560	138
37275	559	138
37296	559	137
37315	559	137
37335	559	137
37355	559	138
37374	559	138
37395	559	138
37414	559	137
37435	559	138
37454	559	138
37475	559	138
37494	560	137
37514	559	138
37548	560	137
37574	559	137
37595	559	137
37615	559	138
37635	559	137
37655	559	138
37676	559	138
37707	559	137
37735	559	137
37754	559	138
37775	559	138
37794	559	137
37815	559	138
37834	559	137
37854	559	138
37874	559	137
37895	559	137
37915	558	138
37935	559	138
37955	559	138
37975	559	137
37995	559	138
38014	560	137
38035	559	138
38054	560	137
38075	559	138
38094	560	137
38114	559	138
38134	560	137
38155	559	138
38174	559	137
38207	559	137
38238	559	137
38264	559	137
38294	559	137
38315	559	137
38335	559	138
38354	560	137
38387	559	137
38414	560	137
38434	560	137
38455	559	138
38474	560	138
38494	559	138
38514	559	137
38535	559	138
38554	559	138
38575	560	137
38594	559	138
38615	559	138
38634	559	138
38654	559	138
38675	559	138
38694	559	137
38714	559	138
38735	559	137
38755	559	138
38774	560	137
38795	559	138
38814	559	137
38847	560	137
38878	560	137
38904	560	137
38924	559	138
38944	560	137
38965	559	138
38984	560	137
39005	560	137
39037	559	137
39065	560	137
39085	560	137
39104	559	138
39124	560	137
39145	559	138
39164	559	137
39184	559	138
39204	560	137
39224	559	138
39244	560	137
39264	559	138
39284	560	137
39304	559	138
39324	560	137
39345	560	137
39364	559	138
39385	560	138
39404	559	138
39425	560	137
39444	559	138
39464	559	137
39484	559	138
39504	559	137
39524	559	138
39544	560	137
39565	559	138
39584	559	137
39604	559	138
39625	560	137
39645	559	137
39664	559	138
39697	560	137
39728	559	137
39755	560	137
39774	559	137
39794	559	137
39815	560	137
39835	559	138
39856	559	137
39875	559	138
39895	560	137
39915	559	138
39934	559	138
39955	559	138
39974	560	138
39995	559	138
40014	559	137
40035	559	138
40054	560	138
40075	559	138
40094	560	137
40127	560	137
40158	560	137
40184	560	137
40205	559	138
40224	560	137
40245	559	138
40265	559	137
40285	560	137
40305	559	138
40325	560	137
40345	559	138
40377	560	137
40408	559	137
40434	560	137
40455	559	138
40475	559	138
40495	560	138
40527	560	137
40554	560	137
40574	560	138
40595	559	138
40614	560	138
40635	559	138
40654	559	138
40796	559	137
40955	560	138
40987	559	137
41017	560	137
41048	559	137
41074	559	137
41095	559	137
41114	559	138
41135	559	138
41155	559	138
41175	560	137
41195	559	138
41216	560	138
41235	560	138
41254	560	138
41275	559	138
41294	560	138
41315	559	138
41334	560	138
41355	559	138
41374	559	138
41407	559	137
41438	560	137
41464	559	137
41485	559	138
41504	559	138
41525	559	138
41558	560	137
41584	560	137
41605	560	138
41625	559	138
41645	559	138
41677	560	137
41704	560	138
41725	559	137
41745	559	138
41764	559	138
41785	559	138
41804	559	138
41825	559	138
41844	559	138
41865	559	138
41884	559	138
41905	560	138
41924	559	138
41945	560	138
41965	559	138
41985	560	138
42004	559	138
42024	560	137
42045	559	138
42064	559	138
42084	559	138
42104	559	137
42125	559	138
42144	559	138
42165	559	138
42184	560	137
42205	560	138
42225	559	138
42245	560	138
42277	560	137
42305	560	137
42324	560	138
42345	559	138
42364	560	138
42385	559	138
42405	560	138
42425	559	138
42444	559	138
42465	559	138
42484	560	138
42505	559	138
42524	560	138
42546	559	138
42565	559	138
42585	559	137
42605	559	138
42626	559	138
42645	559	138
42664	560	138
42685	559	138
42704	560	137
42725	559	138
42744	559	137
42765	559	138
42785	560	137
42805	559	138
42824	560	138
42845	559	137
42865	559	138
42885	560	138
42904	559	138
42937	560	137
42968	560	138
42994	560	137
43015	560	138
43034	559	138
43055	559	137
43075	559	138
43095	560	138
43115	559	138
43134	560	138
43154	559	138
43174	559	138
43195	559	138
43214	560	138
43235	559	138
43254	560	138
43274	559	138
43294	559	138
43327	560	137
43358	560	137
43387	559	137
43414	560	137
43435	559	138
43455	559	138
43474	560	138
43495	559	138
43514	560	138
43534	559	138
43554	559	138
43575	559	138
43594	559	138
43627	559	137
43658	559	137
43684	560	137
43705	559	138
43725	560	137
43755	559	137
43776	560	137
43795	559	138
43814	560	138
43835	559	138
43854	559	138
43875	559	138
43895	560	138
43915	559	138
43934	559	138
43967	559	137
43998	560	137
44024	559	137
44045	559	138
44064	559	138
44084	559	138
44104	559	138
44125	560	138
44145	559	138
44165	559	138
44185	559	138
44205	560	138
44225	559	138
44244	560	138
44265	559	138
44298	559	137
44324	560	137
44345	559	138
44365	560	138
44385	559	138
44404	560	137
44425	559	138
44444	560	137
44465	559	137
44497	560	137
44525	559	137
44545	560	138
44564	559	138
44584	560	138
44605	559	138
44624	560	137
44644	559	138
44664	560	137
44685	559	138
44704	560	137
44724	559	138
44744	560	137
44765	560	137
44784	559	138
44805	560	137
44825	559	138
44845	560	137
44864	559	138
44884	560	138
44905	559	138
44924	559	137
44957	560	137
44984	560	137
45004	560	137
45025	559	138
45044	560	138
45064	560	138
45084	560	137
45105	560	137
45124	559	138
45145	560	138
45165	559	138
45185	560	138
45217	560	137
45244	559	137
45264	560	138
45284	559	138
45304	560	138
45325	560	137
45344	560	137
45364	559	138
45384	560	139
45405	561	139
45424	560	138
45445	560	137
45464	558	137
45485	560	137
45504	559	137
45524	560	138
45545	560	139
45564	560	137
45584	559	138
45618	559	137
45644	560	138
45664	559	138
45685	559	137
45705	559	138
45724	560	138
45745	560	138
45765	560	138
45785	560	137
45804	560	138
45826	560	138
45845	560	138
45864	560	138
45884	559	138
45904	560	137
45925	559	138
45958	560	137
45984	560	137
46004	559	138
46024	560	137
46045	560	138
46065	559	138
46085	559	138
46105	559	138
46126	560	138
46145	559	138
46164	560	138
46185	560	138
46204	560	138
46225	560	138
46258	560	137
46284	560	138
46305	559	138
46325	559	137
46345	559	138
46364	560	138
46385	559	138
46405	559	138
46425	560	137
46445	559	138
46466	559	138
46485	559	138
46504	560	138
46525	559	138
46544	559	138
46565	559	138
